"index","obj","pred","sub","val"
"s-09847","drug-DB14165","interactsWith","drug-DB08916","0.0"
"s-00381","drug-DB09472","hasCommonProducer","drug-DB14499","1.0"
"s-08364","drug-DB13950","interactsWith","drug-DB09401","0.0"
"s-00168","drug-DB06711","hasCommonProducer","drug-DB09088","1.0"
"s-14524","drug-DB10991","hasSameState","drug-DB01468","0.0"
"s-11643","drug-DB04666","hasSameState","drug-DB13561","1.0"
"s-23693","drug-DB00765","hasCommonIndication","drug-DB05860","0.0"
"s-13041","drug-DB00023","hasSameState","drug-DB14058","0.0"
"s-10160","drug-DB05542","hasSameState","drug-DB10432","1.0"
"s-05387","drug-DB01175","interactsWith","drug-DB12376","1.0"
"s-24303","drug-DB05126","hasCommonIndication","drug-DB11169","0.0"
"s-19743","disease-DS010134","hasIndication","drug-DB05103","0.0"
"s-06210","drug-DB06218","interactsWith","drug-DB11638","1.0"
"s-18260","disease-DS005291","hasIndication","drug-DB10583","0.0"
"s-18047","disease-DS006172","hasIndication","drug-DB07909","0.0"
"s-22809","drug-DB10737","hasCommonIndication","drug-DB11676","0.0"
"s-21326","drug-DB00619","hasCommonIndication","drug-DB00997","1.0"
"s-04716","drug-DB05041","hasCommonProducer","drug-DB01154","0.0"
"s-16766","disease-DS003293","hasIndication","drug-DB05262","1.0"
"s-03233","drug-DB06429","hasCommonProducer","drug-DB03601","0.0"
"s-15283","disease-DS002549","hasIndication","drug-DB01254","1.0"
"s-01952","drug-DB10361","hasCommonProducer","drug-DB10382","1.0"
"s-09935","drug-DB04783","interactsWith","drug-DB08996","0.0"
"s-13789","drug-DB11843","hasSameState","drug-DB07353","0.0"
"s-01739","drug-DB06774","hasCommonProducer","drug-DB00814","1.0"
"s-08452","drug-DB06812","interactsWith","drug-DB00661","0.0"
"s-00256","drug-DB10499","hasCommonProducer","drug-DB10417","1.0"
"s-08239","drug-DB11661","interactsWith","drug-DB05246","0.0"
"s-14612","drug-DB11714","hasSameState","drug-DB08291","0.0"
"s-11731","drug-DB11060","hasSameState","drug-DB05276","1.0"
"s-23781","drug-DB05888","hasCommonIndication","drug-DB02879","0.0"
"s-11518","drug-DB02381","hasSameState","drug-DB12167","1.0"
"s-23568","drug-DB01980","hasCommonIndication","drug-DB01531","0.0"
"s-06958","drug-DB01103","interactsWith","drug-DB01012","1.0"
"s-10035","drug-DB11771","hasSameState","drug-DB03400","1.0"
"s-22085","drug-DB14033","hasCommonIndication","drug-DB00199","1.0"
"s-05475","drug-DB00804","interactsWith","drug-DB00610","1.0"
"s-19831","disease-DS002151","hasIndication","drug-DB02209","0.0"
"s-19618","disease-DS005289","hasIndication","drug-DB14013","0.0"
"s-18135","disease-DS012856","hasIndication","drug-DB09330","0.0"
"s-02498","drug-DB14130","hasCommonProducer","drug-DB14136","1.0"
"s-21414","drug-DB00143","hasCommonIndication","drug-DB00132","1.0"
"s-04804","drug-DB10959","hasCommonProducer","drug-DB04524","0.0"
"s-16854","disease-DS002966","hasIndication","drug-DB00115","1.0"
"s-03321","drug-DB02467","hasCommonProducer","drug-DB06043","0.0"
"s-15371","disease-DS004103","hasIndication","drug-DB00002","1.0"
"s-03108","drug-DB10355","hasCommonProducer","drug-DB07490","0.0"
"s-15158","disease-DS008510","hasIndication","drug-DB00281","1.0"
"s-01827","drug-DB10824","hasCommonProducer","drug-DB10822","1.0"
"s-13877","drug-DB10901","hasSameState","drug-DB04215","0.0"
"s-08540","drug-DB02990","interactsWith","drug-DB11779","0.0"
"s-10996","drug-DB08339","hasSameState","drug-DB07549","1.0"
"s-00344","drug-DB10299","hasCommonProducer","drug-DB10310","1.0"
"s-08327","drug-DB13950","interactsWith","drug-DB00578","0.0"
"s-12394","drug-DB06678","hasSameState","drug-DB11238","1.0"
"s-14700","drug-DB11025","hasSameState","drug-DB04306","0.0"
"s-11606","drug-DB00511","hasSameState","drug-DB01670","1.0"
"s-23656","drug-DB14085","hasCommonIndication","drug-DB06699","0.0"
"s-13004","drug-DB11118","hasSameState","drug-DB00012","0.0"
"s-10123","drug-DB05889","hasSameState","drug-DB06832","1.0"
"s-05563","drug-DB00870","interactsWith","drug-DB12551","1.0"
"s-22173","drug-DB06595","hasCommonIndication","drug-DB00619","1.0"
"s-04080","drug-DB14241","hasCommonProducer","drug-DB13093","0.0"
"s-19706","disease-DS010582","hasIndication","drug-DB10396","0.0"
"s-20892","drug-DB00748","hasCommonIndication","drug-DB00434","1.0"
"s-18223","disease-DS001814","hasIndication","drug-DB12480","0.0"
"s-20679","drug-DB00255","hasCommonIndication","drug-DB09277","1.0"
"s-02586","drug-DB05321","hasCommonProducer","drug-DB00063","0.0"
"s-21502","drug-DB06248","hasCommonIndication","drug-DB09080","1.0"
"s-16942","disease-DS002496","hasIndication","drug-DB01097","1.0"
"s-09086","drug-DB14165","interactsWith","drug-DB00774","0.0"
"s-16729","disease-DS003234","hasIndication","drug-DB06248","1.0"
"s-15246","disease-DS009189","hasIndication","drug-DB00652","1.0"
"s-13965","drug-DB00366","hasSameState","drug-DB02665","0.0"
"s-01915","drug-DB10424","hasCommonProducer","drug-DB10421","1.0"
"s-00432","drug-DB11613","hasCommonProducer","drug-DB08934","1.0"
"s-08415","drug-DB11661","interactsWith","drug-DB06822","0.0"
"s-12482","drug-DB10979","hasSameState","drug-DB13888","1.0"
"s-00219","drug-DB14539","hasCommonProducer","drug-DB03904","1.0"
"s-12269","drug-DB06071","hasSameState","drug-DB00190","1.0"
"s-23744","drug-DB06683","hasCommonIndication","drug-DB11769","0.0"
"s-10211","drug-DB06168","hasSameState","drug-DB12205","1.0"
"s-22261","drug-DB00783","hasCommonIndication","drug-DB13161","1.0"
"s-05651","drug-DB11455","interactsWith","drug-DB00007","1.0"
"s-22048","drug-DB06595","hasCommonIndication","drug-DB00635","1.0"
"s-05438","drug-DB00230","interactsWith","drug-DB00378","1.0"
"s-17488","disease-DS007903","hasIndication","drug-DB00560","1.0"
"s-20980","drug-DB08906","hasCommonIndication","drug-DB00816","1.0"
"s-18311","disease-DS003572","hasIndication","drug-DB06840","0.0"
"s-20767","drug-DB05849","hasCommonIndication","drug-DB05481","1.0"
"s-02674","drug-DB14159","hasCommonProducer","drug-DB08396","0.0"
"s-01191","drug-DB00316","hasCommonProducer","drug-DB06282","1.0"
"s-09174","drug-DB11661","interactsWith","drug-DB00684","0.0"
"s-16817","disease-DS007278","hasIndication","drug-DB00314","1.0"
"s-15334","disease-DS006546","hasIndication","drug-DB05128","1.0"
"s-07893","drug-DB06812","interactsWith","drug-DB01211","0.0"
"s-00520","drug-DB10302","hasCommonProducer","drug-DB10312","1.0"
"s-06197","drug-DB00983","interactsWith","drug-DB00863","1.0"
"s-08503","drug-DB04783","interactsWith","drug-DB06708","0.0"
"s-12570","drug-DB00058","hasSameState","drug-DB09346","0.0"
"s-10959","drug-DB04149","hasSameState","drug-DB06241","1.0"
"s-00307","drug-DB09153","hasCommonProducer","drug-DB09341","1.0"
"s-12357","drug-DB02550","hasSameState","drug-DB06258","1.0"
"s-07020","drug-DB11753","interactsWith","drug-DB01580","1.0"
"s-19070","disease-DS002850","hasIndication","drug-DB12609","0.0"
"s-23832","drug-DB06799","hasCommonIndication","drug-DB08777","0.0"
"s-23619","drug-DB12917","hasCommonIndication","drug-DB06822","0.0"
"s-22136","drug-DB00379","hasCommonIndication","drug-DB08807","1.0"
"s-05526","drug-DB06761","interactsWith","drug-DB11770","1.0"
"s-17576","disease-DS009414","hasIndication","drug-DB11926","0.0"
"s-04043","drug-DB12703","hasCommonProducer","drug-DB00423","0.0"
"s-16093","disease-DS004819","hasIndication","drug-DB10400","1.0"
"s-20855","drug-DB00361","hasCommonIndication","drug-DB11963","1.0"
"s-02762","drug-DB04889","hasCommonProducer","drug-DB11752","0.0"
"s-14599","drug-DB11010","hasSameState","drug-DB06458","0.0"
"s-02549","drug-DB09339","hasCommonProducer","drug-DB01011","0.0"
"s-09262","drug-DB02828","interactsWith","drug-DB13872","0.0"
"s-16905","disease-DS004130","hasIndication","drug-DB04944","1.0"
"s-01066","drug-DB08897","hasCommonProducer","drug-DB00983","1.0"
"s-09049","drug-DB06812","interactsWith","drug-DB09038","0.0"
"s-15422","disease-DS001400","hasIndication","drug-DB05103","1.0"
"s-15209","disease-DS002876","hasIndication","drug-DB01175","1.0"
"s-24591","drug-DB04908","hasCommonIndication","drug-DB02740","0.0"
"s-07981","drug-DB14401","interactsWith","drug-DB01435","0.0"
"s-24378","drug-DB14605","hasCommonIndication","drug-DB10076","0.0"
"s-07768","drug-DB13950","interactsWith","drug-DB01004","0.0"
"s-13928","drug-DB00019","hasSameState","drug-DB07662","0.0"
"s-06285","drug-DB09079","interactsWith","drug-DB05229","1.0"
"s-12445","drug-DB02723","hasSameState","drug-DB14083","1.0"
"s-23920","drug-DB04734","hasCommonIndication","drug-DB02178","0.0"
"s-23707","drug-DB12015","hasCommonIndication","drug-DB01667","0.0"
"s-22224","drug-DB05464","hasCommonIndication","drug-DB09045","1.0"
"s-05614","drug-DB01111","interactsWith","drug-DB11114","1.0"
"s-17664","disease-DS008234","hasIndication","drug-DB07344","0.0"
"s-04131","drug-DB07183","hasCommonProducer","drug-DB12308","0.0"
"s-16181","disease-DS001131","hasIndication","drug-DB11094","1.0"
"s-20943","drug-DB00876","hasCommonIndication","drug-DB00159","1.0"
"s-02850","drug-DB07226","hasCommonProducer","drug-DB00502","0.0"
"s-14687","drug-DB12395","hasSameState","drug-DB08019","0.0"
"s-02637","drug-DB07068","hasCommonProducer","drug-DB01426","0.0"
"s-09350","drug-DB12112","interactsWith","drug-DB01115","0.0"
"s-01154","drug-DB10926","hasCommonProducer","drug-DB10359","1.0"
"s-09137","drug-DB02990","interactsWith","drug-DB09291","0.0"
"s-15510","disease-DS000737","hasIndication","drug-DB05310","1.0"
"s-24466","drug-DB07017","hasCommonIndication","drug-DB11880","0.0"
"s-07856","drug-DB06812","interactsWith","drug-DB07615","0.0"
"s-06373","drug-DB13160","interactsWith","drug-DB00757","1.0"
"s-12533","drug-DB11601","hasSameState","drug-DB07115","0.0"
"s-19033","disease-DS005951","hasIndication","drug-DB01068","0.0"
"s-21489","drug-DB12243","hasCommonIndication","drug-DB00946","1.0"
"s-04879","drug-DB00468","hasCommonProducer","drug-DB12851","0.0"
"s-03396","drug-DB00611","hasCommonProducer","drug-DB13953","0.0"
"s-22312","drug-DB11338","hasCommonIndication","drug-DB11160","1.0"
"s-05702","drug-DB00379","interactsWith","drug-DB01978","1.0"
"s-17752","disease-DS007746","hasIndication","drug-DB13068","0.0"
"s-17539","disease-DS001769","hasIndication","drug-DB02538","0.0"
"s-04006","drug-DB08133","hasCommonProducer","drug-DB11169","0.0"
"s-16056","disease-DS002005","hasIndication","drug-DB00773","1.0"
"s-20818","drug-DB04575","hasCommonIndication","drug-DB05052","1.0"
"s-14775","drug-DB13901","hasSameState","drug-DB06040","0.0"
"s-02725","drug-DB05243","hasCommonProducer","drug-DB01589","0.0"
"s-11894","drug-DB02409","hasSameState","drug-DB10604","1.0"
"s-01242","drug-DB14183","hasCommonProducer","drug-DB14190","1.0"
"s-09225","drug-DB13950","interactsWith","drug-DB09502","0.0"
"s-13292","drug-DB00066","hasSameState","drug-DB10458","0.0"
"s-01029","drug-DB14037","hasCommonProducer","drug-DB14054","1.0"
"s-13079","drug-DB00002","hasSameState","drug-DB05301","0.0"
"s-10198","drug-DB00342","hasSameState","drug-DB02009","1.0"
"s-24554","drug-DB08010","hasCommonIndication","drug-DB08385","0.0"
"s-07944","drug-DB11661","interactsWith","drug-DB01062","0.0"
"s-19994","disease-DS004463","hasIndication","drug-DB10388","0.0"
"s-11021","drug-DB08288","hasSameState","drug-DB05638","1.0"
"s-23071","drug-DB10294","hasCommonIndication","drug-DB05796","0.0"
"s-06461","drug-DB11984","interactsWith","drug-DB14577","1.0"
"s-06248","drug-DB01039","interactsWith","drug-DB01169","1.0"
"s-18298","disease-DS002151","hasIndication","drug-DB12930","0.0"
"s-12621","drug-DB00102","hasSameState","drug-DB01782","0.0"
"s-12408","drug-DB03789","hasSameState","drug-DB02241","1.0"
"s-21790","drug-DB05024","hasCommonIndication","drug-DB05023","1.0"
"s-19121","disease-DS007720","hasIndication","drug-DB12464","0.0"
"s-21577","drug-DB00182","hasCommonIndication","drug-DB00191","1.0"
"s-04967","drug-DB10706","hasCommonProducer","drug-DB04366","0.0"
"s-03484","drug-DB00395","hasCommonProducer","drug-DB01633","0.0"
"s-20094","drug-DB09246","hasCommonIndication","drug-DB06230","1.0"
"s-22400","drug-DB04888","hasCommonIndication","drug-DB05196","1.0"
"s-17840","disease-DS004513","hasIndication","drug-DB04650","0.0"
"s-17627","disease-DS006844","hasIndication","drug-DB00196","0.0"
"s-16144","disease-DS003236","hasIndication","drug-DB00214","1.0"
"s-20906","drug-DB00268","hasCommonIndication","drug-DB05271","1.0"
"s-14863","drug-DB00677","hasSameState","drug-DB13563","0.0"
"s-02813","drug-DB01341","hasCommonProducer","drug-DB08998","0.0"
"s-11982","drug-DB11112","hasSameState","drug-DB02588","1.0"
"s-01330","drug-DB10390","hasCommonProducer","drug-DB10493","1.0"
"s-09313","drug-DB00799","interactsWith","drug-DB01289","0.0"
"s-13380","drug-DB12434","hasSameState","drug-DB14014","0.0"
"s-11769","drug-DB11788","hasSameState","drug-DB09217","1.0"
"s-01117","drug-DB13892","hasCommonProducer","drug-DB13891","1.0"
"s-13167","drug-DB11660","hasSameState","drug-DB08845","0.0"
"s-10286","drug-DB04316","hasSameState","drug-DB14580","1.0"
"s-24642","drug-DB01850","hasCommonIndication","drug-DB01542","0.0"
"s-24429","drug-DB14124","hasCommonIndication","drug-DB05038","0.0"
"s-07819","drug-DB02990","interactsWith","drug-DB13782","0.0"
"s-19869","disease-DS005577","hasIndication","drug-DB07081","0.0"
"s-06336","drug-DB00708","interactsWith","drug-DB05316","1.0"
"s-18386","disease-DS007433","hasIndication","drug-DB08134","0.0"
"s-21665","drug-DB05023","hasCommonIndication","drug-DB04796","1.0"
"s-20182","drug-DB00034","hasCommonIndication","drug-DB00242","1.0"
"s-03572","drug-DB06877","hasCommonProducer","drug-DB01854","0.0"
"s-03359","drug-DB02048","hasCommonProducer","drug-DB12675","0.0"
"s-17715","disease-DS011981","hasIndication","drug-DB04748","0.0"
"s-16232","disease-DS005201","hasIndication","drug-DB06773","1.0"
"s-16019","disease-DS005271","hasIndication","drug-DB06119","1.0"
"s-08791","drug-DB13950","interactsWith","drug-DB09401","0.0"
"s-14951","drug-DB04962","hasSameState","drug-DB07696","0.0"
"s-00595","drug-DB10430","hasCommonProducer","drug-DB10447","1.0"
"s-08578","drug-DB04783","interactsWith","drug-DB01180","0.0"
"s-02901","drug-DB12591","hasCommonProducer","drug-DB05120","0.0"
"s-14738","drug-DB12208","hasSameState","drug-DB12313","0.0"
"s-07095","drug-DB06458","interactsWith","drug-DB01580","1.0"
"s-09401","drug-DB02828","interactsWith","drug-DB01330","0.0"
"s-11857","drug-DB04350","hasSameState","drug-DB08950","1.0"
"s-01205","drug-DB06715","hasCommonProducer","drug-DB14493","1.0"
"s-13255","drug-DB11595","hasSameState","drug-DB02795","0.0"
"s-10374","drug-DB01351","hasSameState","drug-DB11929","1.0"
"s-24730","drug-DB07644","hasCommonIndication","drug-DB07161","0.0"
"s-24517","drug-DB02023","hasCommonIndication","drug-DB02253","0.0"
"s-07907","drug-DB02990","interactsWith","drug-DB00323","0.0"
"s-19957","disease-DS007274","hasIndication","drug-DB07017","0.0"
"s-23034","drug-DB14144","hasCommonIndication","drug-DB06997","0.0"
"s-06424","drug-DB06737","interactsWith","drug-DB00708","1.0"
"s-18474","disease-DS008094","hasIndication","drug-DB07996","0.0"
"s-21753","drug-DB00990","hasCommonIndication","drug-DB05592","1.0"
"s-20270","drug-DB11143","hasCommonIndication","drug-DB00733","1.0"
"s-03660","drug-DB11094","hasCommonProducer","drug-DB04313","0.0"
"s-03447","drug-DB06414","hasCommonProducer","drug-DB08687","0.0"
"s-20057","drug-DB05273","hasCommonIndication","drug-DB09121","1.0"
"s-15497","disease-DS005432","hasIndication","drug-DB08868","1.0"
"s-17803","disease-DS012300","hasIndication","drug-DB14003","0.0"
"s-16320","disease-DS009961","hasIndication","drug-DB01395","1.0"
"s-16107","disease-DS002884","hasIndication","drug-DB05263","1.0"
"s-00683","drug-DB01164","hasCommonProducer","drug-DB14498","1.0"
"s-08666","drug-DB13950","interactsWith","drug-DB12151","0.0"
"s-14826","drug-DB00038","hasSameState","drug-DB08356","0.0"
"s-07183","drug-DB00802","interactsWith","drug-DB01621","1.0"
"s-11945","drug-DB14500","hasSameState","drug-DB01291","1.0"
"s-23995","drug-DB03791","hasCommonIndication","drug-DB02054","0.0"
"s-13343","drug-DB11048","hasSameState","drug-DB07720","0.0"
"s-10462","drug-DB04265","hasSameState","drug-DB02159","1.0"
"s-10249","drug-DB08614","hasSameState","drug-DB01995","1.0"
"s-05689","drug-DB00191","interactsWith","drug-DB04948","1.0"
"s-22299","drug-DB00828","hasCommonIndication","drug-DB14033","1.0"
"s-24605","drug-DB01083","hasCommonIndication","drug-DB08264","0.0"
"s-23122","drug-DB00282","hasCommonIndication","drug-DB02877","0.0"
"s-06512","drug-DB09102","interactsWith","drug-DB04574","1.0"
"s-18562","disease-DS005577","hasIndication","drug-DB07974","0.0"
"s-18349","disease-DS006107","hasIndication","drug-DB14476","0.0"
"s-21841","drug-DB06013","hasCommonIndication","drug-DB06656","1.0"
"s-21628","drug-DB05507","hasCommonIndication","drug-DB05676","1.0"
"s-20145","drug-DB06209","hasCommonIndication","drug-DB01076","1.0"
"s-03535","drug-DB05485","hasCommonProducer","drug-DB04467","0.0"
"s-15585","disease-DS002794","hasIndication","drug-DB09166","1.0"
"s-02052","drug-DB14453","hasCommonProducer","drug-DB14615","1.0"
"s-00771","drug-DB01390","hasCommonProducer","drug-DB10344","1.0"
"s-08754","drug-DB02828","interactsWith","drug-DB06635","0.0"
"s-00558","drug-DB01390","hasCommonProducer","drug-DB09287","1.0"
"s-14914","drug-DB11341","hasSameState","drug-DB04841","0.0"
"s-07271","drug-DB04898","interactsWith","drug-DB00468","1.0"
"s-07058","drug-DB01620","interactsWith","drug-DB00738","1.0"
"s-13431","drug-DB10898","hasSameState","drug-DB00740","0.0"
"s-10550","drug-DB02778","hasSameState","drug-DB05766","1.0"
"s-13218","drug-DB11063","hasSameState","drug-DB10284","0.0"
"s-05990","drug-DB09289","interactsWith","drug-DB01226","1.0"
"s-10337","drug-DB04159","hasSameState","drug-DB08509","1.0"
"s-22387","drug-DB05350","hasCommonIndication","drug-DB00209","1.0"
"s-05777","drug-DB00452","interactsWith","drug-DB01226","1.0"
"s-04294","drug-DB13040","hasCommonProducer","drug-DB08056","0.0"
"s-23210","drug-DB00611","hasCommonIndication","drug-DB01468","0.0"
"s-06600","drug-DB00598","interactsWith","drug-DB00548","1.0"
"s-18650","disease-DS004756","hasIndication","drug-DB03210","0.0"
"s-18437","disease-DS008632","hasIndication","drug-DB03734","0.0"
"s-21716","drug-DB01042","hasCommonIndication","drug-DB06179","1.0"
"s-20233","drug-DB00542","hasCommonIndication","drug-DB01023","1.0"
"s-03623","drug-DB01731","hasCommonProducer","drug-DB08295","0.0"
"s-15673","disease-DS002837","hasIndication","drug-DB05797","1.0"
"s-02140","drug-DB01008","hasCommonProducer","drug-DB00572","1.0"
"s-14190","drug-DB09302","hasSameState","drug-DB02543","0.0"
"s-11096","drug-DB08205","hasSameState","drug-DB02770","1.0"
"s-08842","drug-DB10677","interactsWith","drug-DB14232","0.0"
"s-00646","drug-DB11033","hasCommonProducer","drug-DB11032","1.0"
